type,level,skill,topics,japanese,reading,meaning,part_of_speech,verb_type,transitivity,paired_with,example,example_reading,example_meaning,source,source_ref,tags,notes
expression,N5,vocabulary,,～台,～だい,counter for vehicles; machines,counter,,,,車が二台あります。,くるまがにだいあります。,There are two cars.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,大学,だいがく,college; university,noun,,,,大学で勉強します。,だいがくでべんきょうします。,I study at university.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,大使館,たいしかん,embassy,noun,,,,大使館へ行きます。,たいしかんへいきます。,I go to the embassy.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,大丈夫,だいじょうぶ,It's ok (all right); No need to worry; Everything is under control,na-adjective,,,,大丈夫ですか。,だいじょうぶですか。,Are you okay?,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,大好き,だいすき,"very like-able, like very much",na-adjective,,,,猫が大好きです。,ねこがだいすきです。,I love cats.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,大切,たいせつ,important,na-adjective,,,,家族は大切です。,かぞくはたいせつです。,Family is important.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,台所,だいどころ,kitchen,noun,,,,台所で料理をします。,だいどころでりょうりをします。,I cook in the kitchen.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,大変,たいへん,"very; difficult, hard",na-adjective,,,,今日は大変でした。,きょうはたいへんでした。,Today was tough.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,高い,たかい,"tall, high; expensive",i-adjective,,,,あの山は高いです。,あのやまはたかいです。,That mountain is high.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,～だけ,～だけ,"only ~, just ~, as ~",particle,,,,少しだけ食べます。,すこしだけたべます。,I will eat just a little.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,沢山,たくさん,"many, much",adverb,,,,沢山食べました。,たくさんたべました。,I ate a lot.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,タクシー,タクシー,taxi,noun,,,,タクシーに乗ります。,タクシーにのります。,I take a taxi.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,出す,だす,to take (something) out; to hand in (something),verb,godan,transitive,出る,手紙を出します。,てがみをだします。,I send a letter.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,～たち,～たち,plural suffix,suffix,,,,子供たちが遊んでいます。,こどもたちがあそんでいます。,The children are playing.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,立つ,たつ,to stand up,verb,godan,intransitive,,椅子から立ちます。,いすからたちます。,I stand up from the chair.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,たて,たて,"length, height",noun,,,,たては十センチです。,たてはじゅっセンチです。,The height is ten centimeters.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,建物,たてもの,building,noun,,,,高い建物があります。,たかいたてものがあります。,There is a tall building.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,楽しい,たのしい,"enjoyable, fun",i-adjective,,,,旅行は楽しいです。,りょこうはたのしいです。,The trip is fun.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,頼む,たのむ,"to request, to ask (a favor)",verb,godan,transitive,,友達に頼みます。,ともだちにたのみます。,I ask my friend a favor.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,たばこ,たばこ,"tobacco, cigarettes",noun,,,,たばこを吸いません。,たばこをすいません。,I don't smoke.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,多分,たぶん,"perhaps, probably, maybe",adverb,,,,多分、明日雨が降ります。,たぶん、あしたあめがふります。,It will probably rain tomorrow.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,食べ物,たべもの,food,noun,,,,食べ物が好きです。,たべものがすきです。,I like food.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,食べる,たべる,to eat,verb,ichidan,transitive,,ご飯を食べます。,ごはんをたべます。,I eat rice.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,卵,たまご,egg,noun,,,,卵を買います。,たまごをかいます。,I buy eggs.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,誰,だれ,who,pronoun,,,,誰が来ましたか。,だれがきましたか。,Who came?,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,誰か,だれか,someone,pronoun,,,,誰か来ました。,だれかきました。,Someone came.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,誕生日,たんじょうび,birthday,noun,,,,誕生日はいつですか。,たんじょうびはいつですか。,When is your birthday?,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,段々,だんだん,"gradually, by degrees",adverb,,,,段々暖かくなります。,だんだんあたたかくなります。,It is gradually getting warmer.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,小さい,ちいさい,"small, little",i-adjective,,,,小さい犬がいます。,ちいさいいぬがいます。,There is a small dog.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,小さな,ちいさな,"small, little",determiner,,,,小さな町に住んでいます。,ちいさなまちにすんでいます。,I live in a small town.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,近い,ちかい,"near, close by, short",i-adjective,,,,駅が近いです。,えきがちかいです。,The station is close.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,違う,ちがう,to be different; to differ; wrong,verb,godan,intransitive,,意見が違います。,いけんがちがいます。,The opinions are different.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,近く,ちかく,nearby; in the neighborhood,noun,,,,近くに公園があります。,ちかくにこうえんがあります。,There is a park nearby.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,地下鉄,ちかてつ,"underground train, subway",noun,,,,地下鉄で行きます。,ちかてつでいきます。,I go by subway.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,地図,ちず,a map,noun,,,,地図を見ます。,ちずをみます。,I look at the map.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,父,ちち,(my) father,noun,,,,父は会社員です。,ちちはかいしゃいんです。,My father is a company employee.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,茶色,ちゃいろ,brown,noun,,,,茶色の靴を買いました。,ちゃいろのくつをかいました。,I bought brown shoes.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,茶碗,ちゃわん,rice bowl,noun,,,,茶碗にご飯を入れます。,ちゃわんにごはんをいれます。,I put rice in the bowl.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,～中,～ちゅう,"during, while ~ing",suffix,,,,一日中、雨でした。,いちにちじゅう、あめでした。,It rained all day.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,丁度,ちょうど,"just, right, exactly",adverb,,,,丁度いい時間です。,ちょうどいいじかんです。,It's just the right time.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,ちょっと,ちょっと,"a little, somewhat; just a little, somewhat",adverb,,,,ちょっと待ってください。,ちょっとまってください。,Please wait a moment.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,一日,ついたち,one day; first day of the month,noun,,,,一日、休みました。,ついたち、やすみました。,I rested on the first.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,使う,つかう,to use,verb,godan,transitive,,辞書を使います。,じしょをつかいます。,I use a dictionary.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,疲れる,つかれる,to get (become) tired; to become fatigued,verb,ichidan,intransitive,,今日は疲れました。,きょうはつかれました。,I am tired today.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,次,つぎ,next,noun,,,,次の駅で降ります。,つぎのえきでおります。,I will get off at the next station.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,着く,つく,"to arrive at, to reach",verb,godan,intransitive,,駅に着きました。,えきにつきました。,I arrived at the station.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,机,つくえ,desk,noun,,,,机の上に本があります。,つくえのうえにほんがあります。,There is a book on the desk.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,作る,つくる,"to make, to create",verb,godan,transitive,,料理を作ります。,りょうりをつくります。,I make a meal.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,つける,つける,"to turn on (e.g., a light); to take",verb,ichidan,transitive,,テレビをつけます。,テレビをつけます。,I turn on the TV.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,勤める,つとめる,to work (for),verb,ichidan,intransitive,,銀行に勤めています。,ぎんこうにつとめています。,I work for a bank.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,つまらない,つまらない,"boring, dull; insignificant",i-adjective,,,,この映画はつまらないです。,このえいがはつまらないです。,This movie is boring.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,冷たい,つめたい,"cold (things, people)",i-adjective,,,,水が冷たいです。,みずがつめたいです。,The water is cold.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,強い,つよい,"strong, powerful",i-adjective,,,,風が強いです。,かぜがつよいです。,The wind is strong.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,手,て,hand,noun,,,,手を洗います。,てをあらいます。,I wash my hands.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,テープ,テープ,tape,noun,,,,テープを聞きます。,テープをききます。,I listen to a tape.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,テープレコーダー,テープレコーダー,tape recorder,noun,,,,テープレコーダーで録音します。,テープレコーダーでろくおんします。,I record with a tape recorder.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,テーブル,テーブル,table,noun,,,,テーブルに本を置きます。,テーブルにほんをおきます。,I put the book on the table.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,出かける,でかける,to go out; to depart,verb,ichidan,intransitive,,友達と出かけます。,ともだちとでかけます。,I go out with my friend.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,手紙,てがみ,letter,noun,,,,手紙を書きます。,てがみをかきます。,I write a letter.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,できる,できる,to be able to (to accomplish),verb,ichidan,intransitive,,日本語ができます。,にほんごができます。,I can speak Japanese.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,出口,でぐち,an exit,noun,,,,出口はあそこです。,でぐちはあそこです。,The exit is over there.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,テスト,テスト,test,noun,,,,明日、テストがあります。,あした、テストがあります。,There is a test tomorrow.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,では,では,"then, well, so",conjunction,,,,では、始めましょう。,では、はじめましょう。,"Well then, let's begin.",JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,デパート,デパート,(abbr.) department store,noun,,,,デパートで買い物をします。,デパートでかいものをします。,I shop at the department store.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,でも,でも,"but, however",conjunction,,,,疲れました。でも、楽しかったです。,つかれました。でも、たのしかったです。,I got tired. But it was fun.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,出る,でる,"to appear, to leave",verb,ichidan,intransitive,,駅から人が出ます。,えきからひとがでます。,People come out from the station.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,テレビ,テレビ,"television, TV",noun,,,,テレビを見ます。,テレビをみます。,I watch TV.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,天気,てんき,weather,noun,,,,今日は天気がいいです。,きょうはてんきがいいです。,The weather is nice today.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,電気,でんき,"electricity, (electric) light",noun,,,,電気をつけます。,でんきをつけます。,I turn on the light.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,電車,でんしゃ,electric train,noun,,,,電車で行きます。,でんしゃでいきます。,I go by train.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,電話,でんわ,a telephone,noun,,,,電話をかけます。,でんわをかけます。,I make a phone call.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,戸,と,door (Japanese style),noun,,,,戸を開けます。,とをあけます。,I open the door.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,～度,～ど,counter for occurrences; ~ degree; ~ point,counter,,,,三度言いました。,さんどいいました。,I said it three times.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,ドア,ドア,door (Western style),noun,,,,ドアを開けます。,ドアをあけます。,I open the door.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,トイレ,トイレ,bathroom; toilet,noun,,,,トイレはどこですか。,トイレはどこですか。,Where is the bathroom?,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,どう,どう,"how, in what way",adverb,,,,これはどう思いますか。,これはどうおもいますか。,What do you think of this?,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,どうして,どうして,"why, for what reason",adverb,,,,どうして遅れたのですか。,どうしておくれたのですか。,Why were you late?,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,どうぞ,どうぞ,"please, kindly, by all means",interjection,,,,どうぞ、こちらへ。,どうぞ、こちらへ。,"Please, this way.",JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,動物,どうぶつ,animal,noun,,,,動物が好きです。,どうぶつがすきです。,I like animals.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,どうも,どうも,Thank you; somehow; no matter how hard one may try,interjection,,,,どうもありがとう。,どうもありがとう。,Thank you very much.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,十,(〜を) とお,ten (~),noun,,,,りんごが十あります。,りんごがとおあります。,There are ten apples.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,遠い,とおい,"far (away), distant",i-adjective,,,,駅は遠いです。,えきはとおいです。,The station is far.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,十日,とおか,ten days; tenth day of the month,noun,,,,十日に会いましょう。,とおかにあいましょう。,Let's meet on the tenth.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,～時,～とき,at the time of ~,suffix,,,,子供の時、よく遊びました。,こどものとき、よくあそびました。,I often played when I was a child.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,時々,ときどき,sometimes,adverb,,,,時々、映画を見ます。,ときどき、えいがをみます。,I sometimes watch movies.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,時計,とけい,a watch; a clock,noun,,,,時計を見ます。,とけいをみます。,I look at the clock.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,どこ,どこ,"where, what place",pronoun,,,,どこへ行きますか。,どこへいきますか。,Where are you going?,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,所,ところ,place,noun,,,,いい所ですね。,いいところですね。,"It's a nice place, isn't it?",JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,年,とし,"year, age",noun,,,,今年、二十歳です。,ことし、はたちです。,I am twenty years old this year.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,図書館,としょかん,library,noun,,,,図書館で勉強します。,としょかんでべんきょうします。,I study at the library.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,どちら,どちら,which (one) (way); where (polite),pronoun,,,,どちらが好きですか。,どちらがすきですか。,Which one do you like?,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,どっち,どっち,"which one, which way",pronoun,,,,どっちがいいですか。,どっちがいいですか。,Which one is better?,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,とても,とても,"very (much), greatly, exceedingly",adverb,,,,とても暑いです。,とてもあついです。,It is very hot.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,どなた,どなた,who,pronoun,,,,どなたですか。,どなたですか。,Who are you?,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,隣,となり,"next to, next door to",noun,,,,隣に座ります。,となりにすわります。,I sit next to you.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,どの,どの,which,determiner,,,,どの本がいいですか。,どのほんがいいですか。,Which book is good?,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,飛ぶ,とぶ,"to fly, to hop",verb,godan,intransitive,,鳥が飛んでいます。,とりがとんでいます。,A bird is flying.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,止まる,とまる,to come to a halt,verb,godan,intransitive,,バスが止まりました。,バスがとまりました。,The bus stopped.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,友達,ともだち,friend,noun,,,,友達と遊びます。,ともだちとあそびます。,I play with my friend.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,土曜日,どようび,Saturday,noun,,,,土曜日は休みです。,どようびはやすみです。,Saturday is a day off.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,鳥,とり,"chicken (lit., bird)",noun,,,,公園に鳥がいます。,こうえんにとりがいます。,There is a bird in the park.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,鶏肉,とりにく,chicken meat,noun,,,,鶏肉を食べます。,とりにくをたべます。,I eat chicken.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,取る,とる,to take (a class); to get (a grade),verb,godan,transitive,,日本語のクラスを取ります。,にほんごのクラスをとります。,I take a Japanese class.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,撮る,とる,"to take (a photo), to make (a film)",verb,godan,transitive,,写真を撮ります。,しゃしんをとります。,I take a photo.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,どれ,どれ,which one,pronoun,,,,どれが好きですか。,どれがすきですか。,Which one do you like?,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,どんな,どんな,"what, what kind of",determiner,,,,どんな music が好きですか。,どんなおんがくがすきですか。,What kind of music do you like?,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,ない,ない,"there isn't, doesn't have",i-adjective,,,,時間がない。,じかんがない。,There is no time.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,ナイフ,ナイフ,knife,noun,,,,ナイフで切ります。,ナイフできります。,I cut it with a knife.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,中,なか,"inside, middle, among",noun,,,,部屋の中にいます。,へやのなかにいます。,I am inside the room.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,長い,ながい,"long, lengthy",i-adjective,,,,髪が長いです。,かみがながいです。,My hair is long.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,鳴く,なく,to make sound (animal),verb,godan,intransitive,,鳥が鳴いています。,とりがないています。,The bird is chirping.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,無くす,なくす,to lose something,verb,godan,transitive,,財布を無くしました。,さいふをなくしました。,I lost my wallet.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,なぜ,なぜ,why (same as どうして),adverb,,,,なぜ泣いていますか。,なぜないていますか。,Why are you crying?,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,夏,なつ,summer,noun,,,,夏は暑いです。,なつはあついです。,Summer is hot.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,夏休み,なつやすみ,summer vacation,noun,,,,夏休みに旅行します。,なつやすみにりょこうします。,I will travel during summer vacation.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,～など,～など,et cetera,particle,,,,りんごやみかんなどを買いました。,りんごやみかんなどをかいました。,"I bought apples, mandarins, etc.",JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,七つ,ななつ,seven things,noun,,,,りんごを七つ買いました。,りんごをななつかいました。,I bought seven apples.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,何,なん; なに,what,pronoun,,,,これは何ですか。,これはなんですか。,What is this?,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,七日,なのか,seven days; seventh day (of the month),noun,,,,七日に会いましょう。,なのかにあいましょう。,Let's meet on the seventh.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,名前,なまえ,name,noun,,,,名前を書いてください。,なまえをかいてください。,Please write your name.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,習う,ならう,to learn,verb,godan,transitive,,日本語を習います。,にほんごをならいます。,I learn Japanese.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,並ぶ,ならぶ,"to line up, to stand in a line (v.i.)",verb,godan,intransitive,並べる,人が並んでいます。,ひとがならんでいます。,People are lining up.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,並べる,ならべる,to put (things) side by side; to line up,verb,ichidan,transitive,,本を並べます。,ほんをならべます。,I line up the books.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,なる,なる,to become,verb,godan,intransitive,,医者になります。,いしゃになります。,I will become a doctor.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,何～,なん～,what sort of ~,prefix,,,,何色が好きですか。,なにいろがすきですか。,What color do you like?,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,二,に,two,noun,,,,二時に会いましょう。,にじにあいましょう。,Let's meet at two o'clock.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,にぎやか,にぎやか,"bustling, busy",na-adjective,,,,この街はにぎやかです。,このまちはにぎやかです。,This town is bustling.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,肉,にく,meat,noun,,,,肉を食べます。,にくをたべます。,I eat meat.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,西,にし,west,noun,,,,西へ行きます。,にしへいきます。,I go to the west.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
