type,level,skill,topics,japanese,reading,meaning,part_of_speech,verb_type,transitivity,paired_with,example,example_reading,example_meaning,source,source_ref,tags,notes
expression,N4,vocabulary,,伺う,うかがう,"humble form of 行く (いく), 聞く (きく) and 来る (くる)",verb,godan,transitive,,明日、伺います。,あした、うかがいます。,I will visit tomorrow.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,再来週,さらいしゅう,the week after next,noun,,,,再来週、会いましょう。,さらいしゅう、あいましょう。,Let's meet the week after next.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,夢,ゆめ,a dream,noun,,,,夢を見ました。,ゆめをみました。,I had a dream.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,喉,のど,throat,noun,,,,喉が痛いです。,のどがいたいです。,My throat hurts.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,最近,さいきん,"recently, nowadays, in recent years, most recent, latest",adverb,,,,最近、忙しいです。,さいきん、いそがしいです。,I've been busy recently.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,周り,まわり,surroundings,noun,,,,家の周りを歩きます。,いえのまわりをあるきます。,I walk around the house.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,歴史,れきし,history,noun,,,,日本の歴史を勉強します。,にほんのれきしをべんきょうします。,I study Japanese history.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,不便,ふべん,inconvenience,na-adjective,,,,この場所は不便です。,このばしょはふべんです。,This place is inconvenient.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,血,ち,blood,noun,,,,血が出ています。,ちがでています。,Blood is coming out.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,～続ける,～つづける,to continue doing ~,verb,ichidan,transitive,,勉強を続けます。,べんきょうをつづけます。,I continue studying.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,毛,け,"hair, fur",noun,,,,猫の毛が抜けます。,ねこのけがぬけます。,The cat's fur falls out.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,ひどい,ひどい,"terrible, awful, unfair, cruel",i-adjective,,,,ひどい天気です。,ひどいてんきです。,It's terrible weather.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,例えば,たとえば,"for example, e.g.",adverb,,,,例えば、りんごやみかんです。,たとえば、りんごやみかんです。,"For example, apples and oranges.",JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,中々,なかなか,"very, considerably, quite",adverb,,,,中々難しいです。,なかなかむずかしいです。,It's quite difficult.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,随分,ずいぶん,extremely,adverb,,,,随分暑いですね。,ずいぶんあついですね。,"It's extremely hot, isn't it.",JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,～やすい,～やすい,easy to do ~,suffix,,,,この本は読みやすいです。,このほんはよみやすいです。,This book is easy to read.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,押し入れ,おしいれ,closet,noun,,,,押し入れに布団をしまいます。,おしいれにふとんをしまいます。,I put the futon away in the closet.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,電灯,でんとう,electric light,noun,,,,電灯をつけます。,でんとうをつけます。,I turn on the electric light.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,叱る,しかる,to scold,verb,godan,transitive,,子供を叱ります。,こどもをしかります。,I scold my child.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,サンダル,サンダル,sandal,noun,,,,サンダルを履きます。,サンダルをはきます。,I wear sandals.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,びっくりする,びっくりする,to be surprised,verb,irregular,intransitive,,びっくりしました。,びっくりしました。,I was surprised.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,うまい,うまい,delicious; skillful; fortunate,i-adjective,,,,この料理はうまいです。,このりょうりはうまいです。,This dish is delicious.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,変える,かえる,"to change, to alter, to vary",verb,ichidan,transitive,変わる,予定を変えます。,よていをかえます。,I change the plan.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,講堂,こうどう,auditorium,noun,,,,講堂で式があります。,こうどうでしきがあります。,There is a ceremony in the auditorium.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,子,こ,child,noun,,,,あの子は元気です。,あのこはげんきです。,That child is well.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,沸かす,わかす,to boil,verb,godan,transitive,,お湯を沸かします。,おゆをわかします。,I boil water.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,レジ,レジ,register,noun,,,,レジで払います。,レジではらいます。,I pay at the register.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,しばらく,しばらく,little while,adverb,,,,しばらくお待ちください。,しばらくおまちください。,Please wait a moment.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,特に,とくに,particularly,adverb,,,,特に問題ありません。,とくにもんだいありません。,There is no problem in particular.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,空く,あく,"to open, to become empty (vacant)",verb,godan,intransitive,,席が空きました。,せきがあきました。,A seat became available.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,計画,けいかくする,"plan, project, schedule",noun,,,,旅行を計画します。,りょこうをけいかくします。,I plan a trip.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,通り,とおり,"~ Street, ~ Avenue",noun,,,,この通りを歩きます。,このとおりをあるきます。,I walk along this street.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,下着,したぎ,underwear,noun,,,,下着を買います。,したぎをかいます。,I buy underwear.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,経済,けいざい,"economics, finance, economy",noun,,,,経済を勉強します。,けいざいをべんきょうします。,I study economics.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,こう,こう,"like this, this way",adverb,,,,こうしてください。,こうしてください。,Please do it this way.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,是非,ぜひ,"certainly, by all means; without fail",adverb,,,,是非来てください。,ぜひきてください。,Please do come.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,裏,うら,"reverse side, back",noun,,,,紙の裏に書きます。,かみのうらにかきます。,I write on the back of the paper.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,為,ため,"good, advantage, in order to",noun,,,,健康の為に運動します。,けんこうのためにうんどうします。,I exercise for the sake of health.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,おいでになる,おいでになる,(hon.) to be,verb,godan,intransitive,,先生がおいでになります。,せんせいがおいでになります。,The teacher will be here.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,変わる,かわる,"to change (v.i.), to be transformed, to vary",verb,godan,intransitive,,天気が変わりました。,てんきがかわりました。,The weather changed.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,以外,いがい,"other than, with the exception of, excepting",noun,,,,彼以外は来ませんでした。,かれいがいはきませんでした。,No one except him came.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,済む,すむ,"to finish, to end",verb,godan,intransitive,,仕事が済みました。,しごとがすみました。,The work is finished.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,ハンバーグ,ハンバーグ,hamburger steak,noun,,,,ハンバーグを食べます。,ハンバーグをたべます。,I eat hamburger steak.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,市,し,city,noun,,,,この市に住んでいます。,このしにすんでいます。,I live in this city.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,引き出し,ひきだし,drawer,noun,,,,引き出しに入れます。,ひきだしにいれます。,I put it in the drawer.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,遊び,あそび,play,noun,,,,遊びに行きます。,あそびにいきます。,I go out to play.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,支度,したくする,preparation,noun,,,,夕食の支度をします。,ゆうしょくのしたくをします。,I prepare dinner.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,～始める,～はじめる,to start doing ~,suffix,,,,雨が降り始めました。,あめがふりはじめました。,It started to rain.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,見える,みえる,to be visible; -- polite verb meaning 来る (くる) --,verb,ichidan,intransitive,,山が見えます。,やまがみえます。,I can see the mountain.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,十分,じゅうぶん,enough,na-adjective,,,,これで十分です。,これでじゅうぶんです。,This is enough.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,音,おと,"sound, note",noun,,,,変な音がします。,へんなおとがします。,There is a strange sound.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,きっと,きっと,"surely, definitely, undoubtedly, certainly",adverb,,,,きっと来ます。,きっときます。,They will surely come.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,まず,まず,"first (of all), to start with",adverb,,,,まず、手を洗います。,まず、てをあらいます。,"First, I wash my hands.",JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,遠く,とおく,"far away, distant",noun,,,,遠くに山が見えます。,とおくにやまがみえます。,I can see a mountain in the distance.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,大体,だいたい,approximately; in most cases; in general; to begin with (same as もともと),adverb,,,,大体分かりました。,だいたいわかりました。,I understood mostly.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,折れる,おれる,"to break, to be folded, to give in; to turn (a corner)",verb,ichidan,intransitive,,枝が折れました。,えだがおれました。,The branch broke.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,正しい,ただしい,correct,i-adjective,,,,答えは正しいです。,こたえはただしいです。,The answer is correct.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,輸入,ゆにゅう,import,noun,,,,車を輸入します。,くるまをゆにゅうします。,We import cars.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,返事,へんじ,"reply, answer",noun,,,,返事を書きます。,へんじをかきます。,I write a reply.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,都,と,metropolitan,noun,,,,東京都に住んでいます。,とうきょうとにすんでいます。,I live in Tokyo Metropolis.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,産業,さんぎょう,industry,noun,,,,この町の産業は農業です。,このまちのさんぎょうはのうぎょうです。,This town's industry is agriculture.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,伝える,つたえる,"to convey (a message); to tell, to report",verb,ichidan,transitive,,メッセージを伝えます。,メッセージをつたえます。,I convey the message.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,お金持ち,かねもち; おかねもち,rich person,noun,,,,彼はお金持ちです。,かれはおかねもちです。,He is rich.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,説明,せつめい,explanation,noun,,,,説明をします。,せつめいをします。,I give an explanation.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,島,しま,island,noun,,,,小さい島があります。,ちいさいしまがあります。,There is a small island.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,道具,どうぐ,tool,noun,,,,道具を使います。,どうぐをつかいます。,I use a tool.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,滑る,すべる,"to slide, to slip",verb,godan,intransitive,,道が滑ります。,みちがすべります。,The road is slippery.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,それほど,それほど,to that degree; extent,adverb,,,,それほど難しくないです。,それほどむずかしくないです。,It's not that difficult.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,以上,いじょう,more than; this is all,noun,,,,二十歳以上です。,はたちいじょうです。,I am twenty or older.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,～まま,～まま,as it is,suffix,,,,そのままにしてください。,そのままにしてください。,Please leave it as it is.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,特急,とっきゅう,limited express (train faster than an express),noun,,,,特急に乗ります。,とっきゅうにのります。,I take the limited express.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,プレゼント,プレゼント,"present, gift",noun,,,,プレゼントをもらいました。,プレゼントをもらいました。,I received a present.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,～(に) よると,～(に) よると,according to ~,phrase,,,,天気予報によると、明日は雨です。,てんきよほうによると、あしたはあめです。,"According to the weather forecast, it will rain tomorrow.",JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,妻,つま,wife (humble),noun,,,,妻は先生です。,つまはせんせいです。,My wife is a teacher.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,帰り,かえり,"return, coming back",noun,,,,帰りにスーパーに寄ります。,かえりにスーパーによります。,I stop by the supermarket on my way home.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,具合,ぐあい,"condition, state, health",noun,,,,具合が悪いです。,ぐあいがわるいです。,I don't feel well.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,堅,かたい,"solid, hard, firm",i-adjective,,,,このパンは固いです。,このパンはかたいです。,This bread is hard.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,"Alt. spelling: 硬, 固い"
expression,N4,vocabulary,,硬,かたい,"solid, hard, firm",i-adjective,,,,このパンは固いです。,このパンはかたいです。,This bread is hard.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,"Alt. spelling: 堅, 固い"
expression,N4,vocabulary,,固い,かたい,"solid, hard, firm",i-adjective,,,,このパンは固いです。,このパンはかたいです。,This bread is hard.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,"Alt. spelling: 堅, 硬"
expression,N4,vocabulary,,駐車場,ちゅうしゃじょう,parking lot,noun,,,,駐車場に車を止めます。,ちゅうしゃじょうにくるまをとめます。,I park the car in the parking lot.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,スーツ,スーツ,suit,noun,,,,スーツを着ます。,スーツをきます。,I wear a suit.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,危険,きけん,"danger, risk, hazard",na-adjective,,,,この場所は危険です。,このばしょはきけんです。,This place is dangerous.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,髪,かみ,hair,noun,,,,髪を切ります。,かみをきります。,I cut my hair.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,天気予報,てんきよほう,weather forecast,noun,,,,天気予報を見ます。,てんきよほうをみます。,I watch the weather forecast.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,彼女,かのじょ,girlfriend; she,pronoun,,,,彼女は先生です。,かのじょはせんせいです。,She is a teacher.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,間,あいだ,"space, interval",noun,,,,木と木の間にいます。,きときのあいだにいます。,I am between the trees.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,卒業,そつぎょう,graduation,noun,,,,大学を卒業します。,だいがくをそつぎょうします。,I graduate from university.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,それで,それで,"and (conj.), thereupon, because of that",conjunction,,,,それで、どうしましたか。,それで、どうしましたか。,"So, what happened?",JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,枝,えだ,"branch, twig",noun,,,,木の枝を切ります。,きのえだをきります。,I cut the tree branch.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,専門,せんもん,major; speciality,noun,,,,専門は経済です。,せんもんはけいざいです。,My major is economics.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,そろそろ,そろそろ,"gradually, soon",adverb,,,,そろそろ行きましょう。,そろそろいきましょう。,Let's go soon.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,送る,おくる,"to send, to dispatch",verb,godan,transitive,,手紙を送ります。,てがみをおくります。,I send a letter.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,あげる,あげる,to give,verb,ichidan,transitive,,プレゼントをあげます。,プレゼントをあげます。,I give a present.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,騒ぐ,さわぐ,"to make noise, to clamor",verb,godan,intransitive,,子供が騒いでいます。,こどもがさわいでいます。,The children are making noise.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,尋ねる,たずねる,to inquire (same as 質問する),verb,ichidan,transitive,,道を尋ねます。,みちをたずねます。,I ask for directions.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,放送,ほうそうする,broadcasting,noun,,,,ニュースを放送します。,ニュースをほうそうします。,They broadcast the news.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,政治,せいじ,politics,noun,,,,政治に興味があります。,せいじにきょうみがあります。,I am interested in politics.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,市民,しみん,citizen,noun,,,,市民として税金を払います。,しみんとしてぜいきんをはらいます。,"As a citizen, I pay taxes.",JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,ファックス,ファックス,fax,noun,,,,ファックスを送ります。,ファックスをおくります。,I send a fax.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,負ける,まける,"to lose (a game) (v.i.), to be defeated",verb,ichidan,intransitive,,試合に負けました。,しあいにまけました。,I lost the match.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,指輪,ゆびわ,(finger) ring,noun,,,,指輪をもらいました。,ゆびわをもらいました。,I received a ring.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,田舎,いなか,"rural, countryside",noun,,,,田舎に住んでいます。,いなかにすんでいます。,I live in the countryside.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,見つける,みつける,"to discover, to find (v.t.)",verb,ichidan,transitive,,鍵を見つけました。,かぎをみつけました。,I found the key.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,高校生,こうこうせい,high school student,noun,,,,彼は高校生です。,かれはこうこうせいです。,He is a high school student.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,講義,こうぎ,a lecture,noun,,,,講義に出ます。,こうぎにでます。,I attend the lecture.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,そんなに,そんなに,"so much, like that",adverb,,,,そんなに高くないです。,そんなにたかくないです。,It's not that expensive.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,昼休み,ひるやすみ,"lunch break, noon recess",noun,,,,昼休みに食べます。,ひるやすみにたべます。,I eat during lunch break.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,忘れ物,わすれもの,"lost article, something forgotten",noun,,,,忘れ物をしました。,わすれものをしました。,I forgot something.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,下りる,おりる,"to get down, to go; come down",verb,ichidan,intransitive,,階段を下ります。,かいだんをおります。,I go down the stairs.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,腕,うで,arm (in reference to body),noun,,,,腕が痛いです。,うでがいたいです。,My arm hurts.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,訳,わけ,reason; explanation,noun,,,,訳を説明します。,わけをせつめいします。,I explain the reason.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,承知,しょうちする,"consent, acceptance",noun,,,,承知しました。,しょうちしました。,Understood.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,日記,にっき,"diary, journal",noun,,,,日記を書きます。,にっきをかきます。,I write a diary.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,高校,こうこう,high school; senior high school,noun,,,,高校に通っています。,こうこうにかよっています。,I attend high school.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,Alt. spelling: 高等学校
expression,N4,vocabulary,,高等学校,こうとうがっこう,high school; senior high school,noun,,,,高校に通っています。,こうこうにかよっています。,I attend high school.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,Alt. spelling: 高校
expression,N4,vocabulary,,似る,にる,"to resemble, to be similar",verb,ichidan,intransitive,,母に似ています。,ははににています。,I resemble my mother.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,～おわる,～おわる,to finish doing ~,suffix,,,,本を読み終わりました。,ほんをよみおわりました。,I finished reading the book.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,暖房,だんぼう,heating,noun,,,,暖房をつけます。,だんぼうをつけます。,I turn on the heating.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,留守,るす,absence; not at home,noun,,,,今日は留守です。,きょうはるすです。,I am not home today.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,割合,わりあい,"rate, ratio, percentage",noun,,,,女性の割合が高いです。,じょせいのわりあいがたかいです。,The ratio of women is high.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,寺,てら,Buddhist temple,noun,,,,お寺へ行きます。,おてらへいきます。,I go to a temple.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,慣れる,なれる,to grow accustomed to,verb,ichidan,intransitive,,日本の生活に慣れました。,にほんのせいかつになれました。,I got used to life in Japan.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,普通,ふつう,common; usual,na-adjective,,,,これは普通のことです。,これはふつうのことです。,This is a normal thing.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,手伝う,てつだう,to help,verb,godan,transitive,,母を手伝います。,ははをてつだいます。,I help my mother.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,なるほど,なるほど,I see; I now understand,interjection,,,,なるほど、分かりました。,なるほど、わかりました。,"I see, understood.",JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,くださる,くださる,"(hon.) to give, to confer",verb,godan,transitive,,先生が本をくださいました。,せんせいがほんをくださいました。,The teacher gave me a book.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
